"","TimePeriod","CV1","Value","Unit","Magnitude","Obs_Status","Dataset_ID","Year","YEMar"
"13723",2013-06-30,"Market research and statistical services",39469100,"Total earnings","Units",NA,3472,2013,2014
"13724",2013-06-30,"Financial and insurance services",1119841000,"Total earnings","Units",NA,3472,2013,2014
"13725",2013-06-30,"Motion picture and sound recording activities",33999000,"Total earnings","Units",NA,3472,2013,2014
"13726",2013-06-30,"Not elsewhere included",11759800,"Total earnings","Units",NA,3472,2013,2014
"13727",2013-06-30,"Non-metallic mineral mining and quarrying",27099200,"Total earnings","Units",NA,3472,2013,2014
"13728",2013-06-30,"Social assistance services",257572100,"Total earnings","Units",NA,3472,2013,2014
"13729",2013-06-30,"Auxiliary finance and insurance services",272910900,"Total earnings","Units",NA,3472,2013,2014
"13730",2013-06-30,"Grain, sheep, and beef cattle farming",125309800,"Total earnings","Units",NA,3472,2013,2014
"13731",2013-06-30,"Auxiliary finance and investment services",171791700,"Total earnings","Units",NA,3472,2013,2014
"13732",2013-06-30,"Health care and social assistance",2505114500,"Total earnings","Units",NA,3472,2013,2014
"13733",2013-06-30,"Other wood product manufacturing",107746700,"Total earnings","Units",NA,3472,2013,2014
"13734",2013-06-30,"Fruit and vegetable processing",56623200,"Total earnings","Units",NA,3472,2013,2014
"13735",2013-06-30,"Other services",635773600,"Total earnings","Units",NA,3472,2013,2014
"13736",2013-06-30,"Poultry farming",14446100,"Total earnings","Units",NA,3472,2013,2014
"13737",2013-06-30,"Residential building construction",215959000,"Total earnings","Units",NA,3472,2013,2014
"13738",2013-06-30,"Clothing and footwear manufacturing",32695100,"Total earnings","Units",NA,3472,2013,2014
"13739",2013-06-30,"School education",1267283600,"Total earnings","Units",NA,3472,2013,2014
"13740",2013-06-30,"Knitted product manufacturing",7648600,"Total earnings","Units",NA,3472,2013,2014
"13741",2013-06-30,"Iron and steel forging",2630300,"Total earnings","Units",NA,3472,2013,2014
"13742",2013-06-30,"Wood product manufacturing",192928600,"Total earnings","Units",NA,3472,2013,2014
"13743",2013-06-30,"Other machinery and equipment manufacturing",142533600,"Total earnings","Units",NA,3472,2013,2014
"13744",2013-06-30,"Road transport",407122900,"Total earnings","Units",NA,3472,2013,2014
"13745",2013-06-30,"Motor vehicle and transport equipment rental and hiring",39196400,"Total earnings","Units",NA,3472,2013,2014
"13746",2013-06-30,"Food retailing",416355100,"Total earnings","Units",NA,3472,2013,2014
"13747",2013-06-30,"Other health care services",91726000,"Total earnings","Units",NA,3472,2013,2014
"13748",2013-06-30,"Other non-metallic mineral mining and quarrying",2162700,"Total earnings","Units",NA,3472,2013,2014
"13749",2013-06-30,"Pathology and diagnostic imaging services",66811000,"Total earnings","Units",NA,3472,2013,2014
"13750",2013-06-30,"Transport, postal, and warehousing",1154688100,"Total earnings","Units",NA,3472,2013,2014
"13751",2013-06-30,"Other livestock farming",20858400,"Total earnings","Units",NA,3472,2013,2014
"13752",2013-06-30,"Parks and gardens operations",46398900,"Total earnings","Units",NA,3472,2013,2014
"13753",2013-06-30,"Other administrative services",273187700,"Total earnings","Units",NA,3472,2013,2014
"13754",2013-06-30,"Dairy product and other food product manufacturing",286466900,"Total earnings","Units",NA,3472,2013,2014
"13755",2013-06-30,"Administrative and support services",878131500,"Total earnings","Units",NA,3472,2013,2014
"13756",2013-06-30,"Motor vehicle parts retailing",46548900,"Total earnings","Units",NA,3472,2013,2014
"13757",2013-06-30,"Insurance and superannuation funds",188756100,"Total earnings","Units",NA,3472,2013,2014
"13758",2013-06-30,"Libraries and archives",56506600,"Total earnings","Units",NA,3472,2013,2014
"13759",2013-06-30,"Rail, water, air, and space transport",223069000,"Total earnings","Units",NA,3472,2013,2014
"13760",2013-06-30,"Postal and other transport support services",306525200,"Total earnings","Units",NA,3472,2013,2014
"13761",2013-06-30,"Warehousing and storage services",63147400,"Total earnings","Units",NA,3472,2013,2014
"13762",2013-06-30,"Public administration and safety",1685664400,"Total earnings","Units",NA,3472,2013,2014
"13763",2013-06-30,"Information media and telecommunications",622297900,"Total earnings","Units",NA,3472,2013,2014
"13764",2013-06-30,"Mushroom and vegetable growing",43276100,"Total earnings","Units",NA,3472,2013,2014
"13765",2013-06-30,"Pump, compressor, heating, and ventilation equipment manufacturing",18897900,"Total earnings","Units",NA,3472,2013,2014
"13766",2013-06-30,"Amusement and other recreation activities",24027800,"Total earnings","Units",NA,3472,2013,2014
"13767",2013-06-30,"Beverage and tobacco manufacturing",96627400,"Total earnings","Units",NA,3472,2013,2014
"13768",2013-06-30,"Fabricated metal product manufacturing",293835200,"Total earnings","Units",NA,3472,2013,2014
"13769",2013-06-30,"Postal and transport support services",436968900,"Total earnings","Units",NA,3472,2013,2014
"13770",2013-06-30,"Preschool and school education",1469179300,"Total earnings","Units",NA,3472,2013,2014
"13771",2013-06-30,"Fruit and tree nut growing",108411600,"Total earnings","Units",NA,3472,2013,2014
"13772",2013-06-30,"Water transport support services",86734900,"Total earnings","Units",NA,3472,2013,2014
"13773",2013-06-30,"Mining",155746700,"Total earnings","Units",NA,3472,2013,2014
"13774",2013-06-30,"Dairy cattle farming",225681800,"Total earnings","Units",NA,3472,2013,2014
"13775",2013-06-30,"Food and beverage services",582390400,"Total earnings","Units",NA,3472,2013,2014
"13776",2013-06-30,"Meat and meat product manufacturing",332141700,"Total earnings","Units",NA,3472,2013,2014
"13777",2013-06-30,"Forestry support services",26305700,"Total earnings","Units",NA,3472,2013,2014
"13778",2013-06-30,"Broadcasting (except internet)",93388600,"Total earnings","Units",NA,3472,2013,2014
"13779",2013-06-30,"Other manufacturing",28061500,"Total earnings","Units",NA,3472,2013,2014
"13780",2013-06-30,"Glass and glass product manufacturing",24788800,"Total earnings","Units",NA,3472,2013,2014
"13781",2013-06-30,"Wholesale trade",1548116700,"Total earnings","Units",NA,3472,2013,2014
"13782",2013-06-30,"Personal care services",71949200,"Total earnings","Units",NA,3472,2013,2014
"13783",2013-06-30,"Electricity and gas supply",154353000,"Total earnings","Units",NA,3472,2013,2014
"13784",2013-06-30,"Tertiary education",678274600,"Total earnings","Units",NA,3472,2013,2014
"13785",2013-06-30,"Administrative services",648749100,"Total earnings","Units",NA,3472,2013,2014
"13786",2013-06-30,"Construction",1668836900,"Total earnings","Units",NA,3472,2013,2014
"13787",2013-06-30,"Basic material wholesaling",299283800,"Total earnings","Units",NA,3472,2013,2014
"13788",2013-06-30,"Heavy and civil engineering construction",473648400,"Total earnings","Units",NA,3472,2013,2014
"13789",2013-06-30,"Textile fibre, yarn, and woven fabric manufacturing",16597000,"Total earnings","Units",NA,3472,2013,2014
"13790",2013-06-30,"Sound recording and music publishing",1657300,"Total earnings","Units",NA,3472,2013,2014
"13791",2013-06-30,"Professional, scientific, and technical services",2673254800,"Total earnings","Units",NA,3472,2013,2014
"13792",2013-06-30,"Agriculture, forestry, and fishing support services",161087100,"Total earnings","Units",NA,3472,2013,2014
"13793",2013-06-30,"Medical and other health care services",724394600,"Total earnings","Units",NA,3472,2013,2014
"13794",2013-06-30,"Recreational goods retailing",63795400,"Total earnings","Units",NA,3472,2013,2014
"13795",2013-06-30,"Aquaculture",7426900,"Total earnings","Units",NA,3472,2013,2014
"13796",2013-06-30,"Medical services",196117100,"Total earnings","Units",NA,3472,2013,2014
"13797",2013-06-30,"Construction services",842602700,"Total earnings","Units",NA,3472,2013,2014
"13798",2013-06-30,"Arts and recreation services",325576000,"Total earnings","Units",NA,3472,2013,2014
"13799",2013-06-30,"Motion picture and video activities",32341700,"Total earnings","Units",NA,3472,2013,2014
"13800",2013-06-30,"Sport and recreation activities",188142900,"Total earnings","Units",NA,3472,2013,2014
"13801",2013-06-30,"Management and other consulting services",764223300,"Total earnings","Units",NA,3472,2013,2014
"13802",2013-06-30,"Accommodation and food services",771274800,"Total earnings","Units",NA,3472,2013,2014
"13803",2013-06-30,"Advertising services",86142100,"Total earnings","Units",NA,3472,2013,2014
"13804",2013-06-30,"Non store retailing and retail commission based buying and/or selling",33065800,"Total earnings","Units",NA,3472,2013,2014
"13805",2013-06-30,"Supermarket and grocery stores",344052800,"Total earnings","Units",NA,3472,2013,2014
"13806",2013-06-30,"Polymer product and rubber product manufacturing",151818400,"Total earnings","Units",NA,3472,2013,2014
"13807",2013-06-30,"Fertiliser and pesticide manufacturing",24068600,"Total earnings","Units",NA,3472,2013,2014
"13808",2013-06-30,"Motor vehicle and motor vehicle part manufacturing",45296600,"Total earnings","Units",NA,3472,2013,2014
"13809",2013-06-30,"Beverage and tobacco product manufacturing",96627400,"Total earnings","Units",NA,3472,2013,2014
"13810",2013-06-30,"Fuel retailing",68280300,"Total earnings","Units",NA,3472,2013,2014
"13811",2013-06-30,"Central government administration",561962400,"Total earnings","Units",NA,3472,2013,2014
"13812",2013-06-30,"Not elsewhere classified",11759800,"Total earnings","Units",NA,3472,2013,2014
"13813",2013-06-30,"Electrical and electronic goods retailing",83744000,"Total earnings","Units",NA,3472,2013,2014
"13814",2013-06-30,"Other social assistance services",161539100,"Total earnings","Units",NA,3472,2013,2014
"13815",2013-06-30,"Other transport",24379800,"Total earnings","Units",NA,3472,2013,2014
"13816",2013-06-30,"Department stores",123838300,"Total earnings","Units",NA,3472,2013,2014
"13817",2013-06-30,"Building completion services",142991900,"Total earnings","Units",NA,3472,2013,2014
"13818",2013-06-30,"Hardware, building, and garden supplies retailing",179623300,"Total earnings","Units",NA,3472,2013,2014
"13819",2013-06-30,"Specialised machinery and equipment manufacturing",63266900,"Total earnings","Units",NA,3472,2013,2014
"13820",2013-06-30,"Property operators and real estate services",193031600,"Total earnings","Units",NA,3472,2013,2014
"13821",2013-06-30,"Building construction",352585800,"Total earnings","Units",NA,3472,2013,2014
"13822",2013-06-30,"Furniture manufacturing",58256100,"Total earnings","Units",NA,3472,2013,2014
"13823",2013-06-30,"Other fabricated metal product manufacturing",96584100,"Total earnings","Units",NA,3472,2013,2014
"13824",2013-06-30,"Other repair and maintenance",5883100,"Total earnings","Units",NA,3472,2013,2014
"13825",2013-06-30,"Other non-metallic mineral product manufacturing",7145600,"Total earnings","Units",NA,3472,2013,2014
"13826",2013-06-30,"Child care services",96033000,"Total earnings","Units",NA,3472,2013,2014
"13827",2013-06-30,"Non-residential building construction",136626800,"Total earnings","Units",NA,3472,2013,2014
"13828",2013-06-30,"Employment services",305900100,"Total earnings","Units",NA,3472,2013,2014
"13829",2013-06-30,"Financial asset investing",125603800,"Total earnings","Units",NA,3472,2013,2014
"13830",2013-06-30,"Finance",658174000,"Total earnings","Units",NA,3472,2013,2014
"13831",2013-06-30,"Textile, clothing, and footwear wholesaling",51817100,"Total earnings","Units",NA,3472,2013,2014
"13832",2013-06-30,"Building cleaning, pest control, and gardening services",138671100,"Total earnings","Units",NA,3472,2013,2014
"13833",2013-06-30,"Funeral, crematorium, and cemetery services",13062800,"Total earnings","Units",NA,3472,2013,2014
"13834",2013-06-30,"Cement, lime, plaster and concrete product manufacturing",70114300,"Total earnings","Units",NA,3472,2013,2014
"13835",2013-06-30,"Log sawmilling and timber dressing",85181900,"Total earnings","Units",NA,3472,2013,2014
"13836",2013-06-30,"Gambling activities",42342800,"Total earnings","Units",NA,3472,2013,2014
"13837",2013-06-30,"Building structure services",76769600,"Total earnings","Units",NA,3472,2013,2014
"13838",2013-06-30,"Artistic activities",22983100,"Total earnings","Units",NA,3472,2013,2014
"13839",2013-06-30,"Computer systems design and related services",551854000,"Total earnings","Units",NA,3472,2013,2014
"13840",2013-06-30,"Printing",111580500,"Total earnings","Units",NA,3472,2013,2014
"13841",2013-06-30,"Hunting and trapping",1397800,"Total earnings","Units",NA,3472,2013,2014
"13842",2013-06-30,"Waste collection, treatment, and disposal services",60301300,"Total earnings","Units",NA,3472,2013,2014
"13843",2013-06-30,"Retail commission based buying and/or selling",694000,"Total earnings","Units",NA,3472,2013,2014
"13844",2013-06-30,"Other sheet metal product manufacturing",36228300,"Total earnings","Units",NA,3472,2013,2014
"13845",2013-06-30,"Telecommunications, internet, and data processing services",338141500,"Total earnings","Units",NA,3472,2013,2014
"13846",2013-06-30,"Residential care services",380461400,"Total earnings","Units",NA,3472,2013,2014
"13847",2013-06-30,"Other construction services",134701900,"Total earnings","Units",NA,3472,2013,2014
"13848",2013-06-30,"Pulp, paper, and converted paper product manufacturing",84489200,"Total earnings","Units",NA,3472,2013,2014
"13849",2013-06-30,"Transport equipment manufacturing",157446000,"Total earnings","Units",NA,3472,2013,2014
"13850",2013-06-30,"Allied health services",369740400,"Total earnings","Units",NA,3472,2013,2014
"13851",2013-06-30,"Other machinery and equipment wholesaling",354315900,"Total earnings","Units",NA,3472,2013,2014
"13852",2013-09-30,"Building installation services",393724900,"Total earnings","Units",NA,3472,2013,2014
"13853",2013-09-30,"Fruit and vegetable processing",53241800,"Total earnings","Units",NA,3472,2013,2014
"13854",2013-09-30,"Non-residential building construction",141816000,"Total earnings","Units",NA,3472,2013,2014
"13855",2013-09-30,"Agriculture",577477700,"Total earnings","Units",NA,3472,2013,2014
"13856",2013-09-30,"Retail trade",1557190900,"Total earnings","Units",NA,3472,2013,2014
"13857",2013-09-30,"Wood product manufacturing",195054000,"Total earnings","Units",NA,3472,2013,2014
"13858",2013-09-30,"Creative and performing arts activities",23742000,"Total earnings","Units",NA,3472,2013,2014
"13859",2013-09-30,"Personal care services",71920100,"Total earnings","Units",NA,3472,2013,2014
"13860",2013-09-30,"Artistic activities",23742000,"Total earnings","Units",NA,3472,2013,2014
"13861",2013-09-30,"Exploration and other mining services",34369800,"Total earnings","Units",NA,3472,2013,2014
"13862",2013-09-30,"Construction services",863128800,"Total earnings","Units",NA,3472,2013,2014
"13863",2013-09-30,"Non-metallic mineral mining and quarrying",26288600,"Total earnings","Units",NA,3472,2013,2014
"13864",2013-09-30,"Repair and maintenance",288199200,"Total earnings","Units",NA,3472,2013,2014
"13865",2013-09-30,"Telecommunications, internet, and data processing services",343102900,"Total earnings","Units",NA,3472,2013,2014
"13866",2013-09-30,"Knitted product manufacturing",7249600,"Total earnings","Units",NA,3472,2013,2014
"13867",2013-09-30,"Air transport support services",53652400,"Total earnings","Units",NA,3472,2013,2014
"13868",2013-09-30,"Other livestock farming",21402800,"Total earnings","Units",NA,3472,2013,2014
"13869",2013-09-30,"Dairy cattle farming",250942100,"Total earnings","Units",NA,3472,2013,2014
"13870",2013-09-30,"Building structure services",79523300,"Total earnings","Units",NA,3472,2013,2014
"13871",2013-09-30,"Recreational goods retailing",62957500,"Total earnings","Units",NA,3472,2013,2014
"13872",2013-09-30,"Administrative services",667451100,"Total earnings","Units",NA,3472,2013,2014
"13873",2013-09-30,"Finance",681745700,"Total earnings","Units",NA,3472,2013,2014
"13874",2013-09-30,"Veterinary services",55993300,"Total earnings","Units",NA,3472,2013,2014
"13875",2013-09-30,"Rental and hiring services (except real estate)",127017100,"Total earnings","Units",NA,3472,2013,2014
"13876",2013-09-30,"School education",1109509200,"Total earnings","Units",NA,3472,2013,2014
"13877",2013-09-30,"Public administration and safety",1811225400,"Total earnings","Units",NA,3472,2013,2014
"13878",2013-09-30,"Management and other consulting services",808399700,"Total earnings","Units",NA,3472,2013,2014
"13879",2013-09-30,"Other fabricated metal product manufacturing",96630500,"Total earnings","Units",NA,3472,2013,2014
"13880",2013-09-30,"Auxiliary finance and investment services",187855500,"Total earnings","Units",NA,3472,2013,2014
"13881",2013-09-30,"Furniture, floor coverings, houseware, and textile goods retailing",64683000,"Total earnings","Units",NA,3472,2013,2014
"13882",2013-09-30,"Life insurance",58970200,"Total earnings","Units",NA,3472,2013,2014
"13883",2013-09-30,"Accommodation",181978200,"Total earnings","Units",NA,3472,2013,2014
"13884",2013-09-30,"Hunting and trapping",1423500,"Total earnings","Units",NA,3472,2013,2014
"13885",2013-09-30,"Fuel retailing",67043400,"Total earnings","Units",NA,3472,2013,2014
"13886",2013-09-30,"Other administrative services",290395200,"Total earnings","Units",NA,3472,2013,2014
"13887",2013-09-30,"Advertising services",88010300,"Total earnings","Units",NA,3472,2013,2014
"13888",2013-09-30,"Department stores",136823100,"Total earnings","Units",NA,3472,2013,2014
"13889",2013-09-30,"Building cleaning, pest control, and other support services",192981600,"Total earnings","Units",NA,3472,2013,2014
"13890",2013-09-30,"Fishing, hunting, and trapping",24741700,"Total earnings","Units",NA,3472,2013,2014
"13891",2013-09-30,"Road transport",405282800,"Total earnings","Units",NA,3472,2013,2014
"13892",2013-09-30,"Residential care services",373934500,"Total earnings","Units",NA,3472,2013,2014
"13893",2013-09-30,"Sound recording and music publishing",1738700,"Total earnings","Units",NA,3472,2013,2014
"13894",2013-09-30,"Water transport support services",88035500,"Total earnings","Units",NA,3472,2013,2014
"13895",2013-09-30,"Scientific research services",151260600,"Total earnings","Units",NA,3472,2013,2014
"13896",2013-09-30,"Iron and steel forging",2537300,"Total earnings","Units",NA,3472,2013,2014
"13897",2013-09-30,"Pipeline and other transport",9053900,"Total earnings","Units",NA,3472,2013,2014
"13898",2013-09-30,"Poultry farming",14616500,"Total earnings","Units",NA,3472,2013,2014
"13899",2013-09-30,"Health care and social assistance",2490226500,"Total earnings","Units",NA,3472,2013,2014
"13900",2013-09-30,"Coal, oil, gas, and metal ore mining",89771700,"Total earnings","Units",NA,3472,2013,2014
"13901",2013-09-30,"Rental, hiring, and real estate services",323932200,"Total earnings","Units",NA,3472,2013,2014
"13902",2013-09-30,"Broadcasting (except internet)",95810500,"Total earnings","Units",NA,3472,2013,2014
"13903",2013-09-30,"Hardware, building, and garden supplies retailing",184484100,"Total earnings","Units",NA,3472,2013,2014
"13904",2013-09-30,"Motor vehicle and motor vehicle parts wholesaling",104506800,"Total earnings","Units",NA,3472,2013,2014
"13905",2013-09-30,"Financial asset investing",132233000,"Total earnings","Units",NA,3472,2013,2014
"13906",2013-09-30,"Polymer product and rubber product manufacturing",151695900,"Total earnings","Units",NA,3472,2013,2014
"13907",2013-09-30,"Other basic chemical product manufacturing",21096600,"Total earnings","Units",NA,3472,2013,2014
"13908",2013-09-30,"Pharmaceutical and medicinal product manufacturing",33825900,"Total earnings","Units",NA,3472,2013,2014
"13909",2013-09-30,"Publishing (except music publishing)",103222800,"Total earnings","Units",NA,3472,2013,2014
"13910",2013-09-30,"Other transport equipment manufacturing",139882300,"Total earnings","Units",NA,3472,2013,2014
"13911",2013-09-30,"Agriculture, forestry, and fishing",846291100,"Total earnings","Units",NA,3472,2013,2014
"13912",2013-09-30,"Auxiliary insurance services",102338300,"Total earnings","Units",NA,3472,2013,2014
"13913",2013-09-30,"Other transport",25309700,"Total earnings","Units",NA,3472,2013,2014
"13914",2013-09-30,"Construction",1720182600,"Total earnings","Units",NA,3472,2013,2014
"13915",2013-09-30,"Transport equipment manufacturing",186050000,"Total earnings","Units",NA,3472,2013,2014
"13916",2013-09-30,"Heavy and civil engineering construction",498819600,"Total earnings","Units",NA,3472,2013,2014
"13917",2013-09-30,"Other social assistance services",156927900,"Total earnings","Units",NA,3472,2013,2014
"13918",2013-09-30,"Glass and glass product manufacturing",27524900,"Total earnings","Units",NA,3472,2013,2014
"13919",2013-09-30,"Other personal services",52612300,"Total earnings","Units",NA,3472,2013,2014
"13920",2013-09-30,"Professional, scientific, and technical services (except computer systems design)",2210586500,"Total earnings","Units",NA,3472,2013,2014
"13921",2013-09-30,"Other wood product manufacturing",107887400,"Total earnings","Units",NA,3472,2013,2014
"13922",2013-09-30,"Ceramic product manufacturing",3940800,"Total earnings","Units",NA,3472,2013,2014
"13923",2013-09-30,"Arts and recreation services",357002400,"Total earnings","Units",NA,3472,2013,2014
"13924",2013-09-30,"Not elsewhere classified",11543600,"Total earnings","Units",NA,3472,2013,2014
"13925",2013-09-30,"Automotive repair and maintenance",200882600,"Total earnings","Units",NA,3472,2013,2014
"13926",2013-09-30,"Nursery and floriculture production",27631600,"Total earnings","Units",NA,3472,2013,2014
"13927",2013-09-30,"Allied health services",369272600,"Total earnings","Units",NA,3472,2013,2014
"13928",2013-09-30,"Legal and accounting services",471652900,"Total earnings","Units",NA,3472,2013,2014
"13929",2013-09-30,"Agricultural product wholesaling",64932200,"Total earnings","Units",NA,3472,2013,2014
"13930",2013-09-30,"Gambling activities",44607400,"Total earnings","Units",NA,3472,2013,2014
"13931",2013-09-30,"Library and other information services",59230900,"Total earnings","Units",NA,3472,2013,2014
"13932",2013-09-30,"Preschool education",202472900,"Total earnings","Units",NA,3472,2013,2014
"13933",2013-09-30,"Textile product manufacturing",37478800,"Total earnings","Units",NA,3472,2013,2014
"13934",2013-09-30,"Printing",112173900,"Total earnings","Units",NA,3472,2013,2014
"13935",2013-09-30,"Employment services",304596400,"Total earnings","Units",NA,3472,2013,2014
"13936",2013-09-30,"Exploration and other mining support services",34369800,"Total earnings","Units",NA,3472,2013,2014
"13937",2013-09-30,"Postal and transport support services",461411800,"Total earnings","Units",NA,3472,2013,2014
"13938",2013-09-30,"Machinery and equipment manufacturing",405459100,"Total earnings","Units",NA,3472,2013,2014
"13939",2013-09-30,"Meat and meat product manufacturing",258457500,"Total earnings","Units",NA,3472,2013,2014
"13940",2013-09-30,"Petroleum and coal product manufacturing",25497600,"Total earnings","Units",NA,3472,2013,2014
"13941",2013-09-30,"Education and training",2077953200,"Total earnings","Units",NA,3472,2013,2014
"13942",2013-09-30,"Architectural, engineering, and technical services",573804500,"Total earnings","Units",NA,3472,2013,2014
"13943",2013-09-30,"Administrative and support services",860432800,"Total earnings","Units",NA,3472,2013,2014
"13944",2013-09-30,"Professional and scientific equipment manufacturing",55092700,"Total earnings","Units",NA,3472,2013,2014
"13945",2013-09-30,"Pathology and diagnostic imaging services",64035000,"Total earnings","Units",NA,3472,2013,2014
"13946",2013-09-30,"Preschool and school education",1311982100,"Total earnings","Units",NA,3472,2013,2014
"13947",2013-09-30,"Chemical manufacturing",18821100,"Total earnings","Units",NA,3472,2013,2014
"13948",2013-09-30,"Museum operation",27238300,"Total earnings","Units",NA,3472,2013,2014
"13949",2013-09-30,"Non-financial intangible assets (except copyrights) leasing",22735700,"Total earnings","Units",NA,3472,2013,2014
"13950",2013-09-30,"Other manufacturing",28072400,"Total earnings","Units",NA,3472,2013,2014
"13951",2013-09-30,"Grain mill and cereal product manufacturing",13529800,"Total earnings","Units",NA,3472,2013,2014
"13952",2013-09-30,"Computer and electronic equipment manufacturing",58114000,"Total earnings","Units",NA,3472,2013,2014
"13953",2013-09-30,"Construction material mining",23873400,"Total earnings","Units",NA,3472,2013,2014
"13954",2013-09-30,"Furniture, floor coverings, and other goods wholesaling",186955200,"Total earnings","Units",NA,3472,2013,2014
"13955",2013-09-30,"Motor vehicle and motor vehicle part manufacturing",46167700,"Total earnings","Units",NA,3472,2013,2014
"13956",2013-09-30,"Auxiliary finance and insurance services",290193700,"Total earnings","Units",NA,3472,2013,2014
"13957",2013-09-30,"Basic material wholesaling",307649000,"Total earnings","Units",NA,3472,2013,2014
"13958",2013-09-30,"Central government administration",650241600,"Total earnings","Units",NA,3472,2013,2014
"13959",2013-09-30,"Grocery, liquor, and tobacco product wholesaling",268484500,"Total earnings","Units",NA,3472,2013,2014
"13960",2013-09-30,"Log sawmilling and timber dressing",87166700,"Total earnings","Units",NA,3472,2013,2014
"13961",2013-09-30,"Insurance and superannuation funds",244192300,"Total earnings","Units",NA,3472,2013,2014
"13962",2013-09-30,"Electrical equipment and domestic appliance manufacturing",62401100,"Total earnings","Units",NA,3472,2013,2014
"13963",2013-09-30,"Other construction services",139101400,"Total earnings","Units",NA,3472,2013,2014
"13964",2013-09-30,"Medical and other health care services",723779200,"Total earnings","Units",NA,3472,2013,2014
"13965",2013-09-30,"Postal and other transport support services",319723900,"Total earnings","Units",NA,3472,2013,2014
"13966",2013-09-30,"Supermarket and grocery stores",343654600,"Total earnings","Units",NA,3472,2013,2014
"13967",2013-09-30,"Other non-metallic mineral product manufacturing",7429500,"Total earnings","Units",NA,3472,2013,2014
"13968",2013-09-30,"Petroleum refining and petroleum and coal product manufacturing",25497600,"Total earnings","Units",NA,3472,2013,2014
"13969",2013-09-30,"Cafes, restaurants and takeaway food services",475480200,"Total earnings","Units",NA,3472,2013,2014
"13970",2013-09-30,"Food and beverage services",580520500,"Total earnings","Units",NA,3472,2013,2014
"13971",2013-09-30,"All industries",24151193100,"Total earnings","Units",NA,3472,2013,2014
"13972",2013-09-30,"Motion picture and sound recording activities",35463100,"Total earnings","Units",NA,3472,2013,2014
"13973",2013-09-30,"Basic polymer manufacturing",13812500,"Total earnings","Units",NA,3472,2013,2014
"13974",2013-09-30,"Basic chemical and chemical product manufacturing",112822500,"Total earnings","Units",NA,3472,2013,2014
"13975",2013-09-30,"Grain, sheep, and beef cattle farming",130086800,"Total earnings","Units",NA,3472,2013,2014
"13976",2013-09-30,"Clubs (hospitality)",21019500,"Total earnings","Units",NA,3472,2013,2014
"13977",2013-09-30,"Motor vehicle parts retailing",47869800,"Total earnings","Units",NA,3472,2013,2014
"13978",2013-09-30,"Aquaculture",6751400,"Total earnings","Units",NA,3472,2013,2014
"13979",2013-09-30,"Motion picture and video activities",33724300,"Total earnings","Units",NA,3472,2013,2014
"13980",2013-09-30,"Not elsewhere included",11543600,"Total earnings","Units",NA,3472,2013,2014
"13981",2013-09-30,"Food retailing",416213800,"Total earnings","Units",NA,3472,2013,2014
"13982",2013-09-30,"Civic, professional, and other interest group services",158192200,"Total earnings","Units",NA,3472,2013,2014
"13983",2013-09-30,"Beverage and tobacco manufacturing",86993400,"Total earnings","Units",NA,3472,2013,2014
"13984",2013-09-30,"Amusement and other recreation activities",23908500,"Total earnings","Units",NA,3472,2013,2014
"13985",2013-09-30,"Textile, clothing, and footwear wholesaling",50146200,"Total earnings","Units",NA,3472,2013,2014
"13986",2013-09-30,"Depository financial intermediation",507311700,"Total earnings","Units",NA,3472,2013,2014
"13987",2013-09-30,"Leather tanning and fur dressing",16496700,"Total earnings","Units",NA,3472,2013,2014
"13988",2013-09-30,"Waste collection, treatment, and disposal services",60089400,"Total earnings","Units",NA,3472,2013,2014
"13989",2013-09-30,"Real estate services",128642400,"Total earnings","Units",NA,3472,2013,2014
"13990",2013-09-30,"Residential building construction",216418300,"Total earnings","Units",NA,3472,2013,2014
"13991",2013-09-30,"Motor vehicle retailing",146728600,"Total earnings","Units",NA,3472,2013,2014
"13992",2013-09-30,"Mining",150430200,"Total earnings","Units",NA,3472,2013,2014
"13993",2013-09-30,"Non store retailing and retail commission based buying and/or selling",32884500,"Total earnings","Units",NA,3472,2013,2014
"13994",2013-09-30,"Tertiary education",613931200,"Total earnings","Units",NA,3472,2013,2014
"13995",2013-09-30,"Horse and dog racing activities",14175100,"Total earnings","Units",NA,3472,2013,2014
"13996",2013-09-30,"Market research and statistical services",38927400,"Total earnings","Units",NA,3472,2013,2014
"13997",2013-09-30,"Accommodation and food services",762498800,"Total earnings","Units",NA,3472,2013,2014
"13998",2013-09-30,"Other services",649703700,"Total earnings","Units",NA,3472,2013,2014
"13999",2013-09-30,"Pharmaceutical and toiletry goods wholesaling",79381100,"Total earnings","Units",NA,3472,2013,2014
"14000",2013-09-30,"Structural metal product manufacturing",143151600,"Total earnings","Units",NA,3472,2013,2014
"14001",2013-09-30,"Sport and recreation activities",205441600,"Total earnings","Units",NA,3472,2013,2014
"14002",2013-09-30,"Information media and telecommunications",636830300,"Total earnings","Units",NA,3472,2013,2014
"14003",2013-09-30,"Travel agency services",72459500,"Total earnings","Units",NA,3472,2013,2014
"14004",2013-09-30,"Warehousing and storage services",62448000,"Total earnings","Units",NA,3472,2013,2014
"14005",2013-09-30,"Commission based wholesaling",30843700,"Total earnings","Units",NA,3472,2013,2014
"14006",2013-09-30,"Building construction",358234300,"Total earnings","Units",NA,3472,2013,2014
"14007",2013-09-30,"Packaging and labelling services",50048200,"Total earnings","Units",NA,3472,2013,2014
